"id"	"author"	"title"	"subtitle"	"year"	"translator"	"publisher"	"published_location"	"edition"	"comment"	"Alter Link im Kommentar?"	"Online-Ausgabe"	"Kommentar JH"																																																																																	
"7624"	"Comte, Auguste"	"Die positive Philosophie"	"Im Auszug von Jules Rig. Uebers. von J. H. von Kirchmann"	"1883-1884"	"Kirchmann, Julius Hermann von"	"Dürr; Winter"	"Leipzig; Heidelberg"				"http://hdl.handle.net/2027/hvd.hnh8uv"																																																																																		
"7623"	"Comte, Auguste"	"Auguste Comte\'s Einleitung in die positive Philosophie"	"Deutsch von G. H. Schneider"	"1880"	"Schneider, Georg Heinrich"	"Fues"	"Leipzig"				"http://hdl.handle.net/2027/nnc1.1000111112"																																																																																		
"7622"	"Cabet, Étienne"	"Das Weib, sein unglückliches Schicksal in der gegenwärtigen Gesellschaft, sein Glück in der zukünftigen Gemeinschaft"		"1908"	"Unbekannt"	"Ernst"	"München"																																																																																						
"7621"	"Cabanis, Pierre Jean Georges"	"Ueber die Verbindung des Physischen und Moralischen in dem Menschen"	"Aus d. Franz. übers. und mit einer Abhandlung über die Grenzen der Physiologie und der Anthropologie versehen von Ludwig Heinrich Jakob"	"1804"	"Jakob, Ludwig Heinrich von"	"Ruff"	"Halle, Leipzig"	"+ Mikrofiche-Ausgabe (Bielefeld: Universitätsbibliothek, 1992)"			"http://hdl.handle.net/2027/hvd.ah5qf2"	"hier nicht erwähnt: es handelt sich um den zweiten Band, 1. Band auch angeben?"																																																																																	
"7620"	"Cabanis, Pierre Jean Georges"	"Ueber den möglichen Grad der Gewißheit in der Arzneiwissenschaft"	"von P. J. G. Cabanis. Aus dem Franz. übers. von August Friedrich Ayrer"	"1799"	"Ayrer, August Friedrich"	"Dieterich"	"Göttingen"	"+ Mikrofiche-Ausgabe (Göttingen: Niedersächsische Staats- und Universitätsbibliothek, 1994)"			"http://resolver.sub.uni-goettingen.de/purl?PPN66879013X"																																																																																		
"7619"	"Blanc, Louis"	"Das Recht auf Arbeit"	"Eine Erwiederung an Thiers von Louis Blanc"	"1849"	"Unbekannt"	"Schuhmann"	"Breslau"		"Übersetzung enhalten in: Louis Blanc und Thiers über die soziale Frage. I. Rede in der französischen National-Versammlung am 13. September 1848 gehalten von A. Thiers; II. Das Recht auf Arbeit. Eine Erwiederung an Thiers von Louis Blanc."		"http://hdl.handle.net/2027/mdp.39015070874972"																																																																																		
"7618"	"Ancillon, Jean Pierre Frédéric"	"Friedrich Ancillon\'s Darstellung der wichtigsten Veränderungen im Staatensysteme von Europa seit dem Ende des funfzehnten Jahrhunderts"	"aus dem Franz. übers. von Friedrich Mann"	"1804-1806"	"Mann, Friedrich"	"Quien"	"Berlin"				"Band 1 Teil 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10404626-2"	"Gibt es Band 2 Teil 2?"	"Band 1 Teil 2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10404627-7"	"Band 2 Teil 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10404628-2"																																																																															
"7617"	"Ampère, André-Marie"	"Brief des Herrn Ampère an den Herrn Grafen Berthollet, über die Bestimmung der Verhältnisse, in welcher sich die Stoffe nach der Zahl und der wechselseitigen Anordnung der Molekeln, aus denen ihre integrirenden Partikeln zusammengesetzt sind, verbinden"		"1889"	"Unbekannt"	"Engelmann"	"Leipzig"	"+ Nachdruck (Leipzig: Breitkopf & Härtel, 1921)"	"enthalten in: Avogadro, Amedeo: Versuch einer Methode, die Massen der Elementarmolekeln der Stoffe und die Verhältnisse, nach welchen sie in Verbindungen eintreten, zu bestimmen. (Ostwald’s Klassiker der exacten Wissenschaften; 8)"		"http://hdl.handle.net/2027/hvd.hxdhaq"																																																																																		
"7616"	"Ampère, André-Marie; Babinet, Jacques"	"Darstellung der neuen Entdeckungen über die Electricität und den Magnetismus von Oerstedt, Arago, Ampère, H. Davy, Biot, Erman, Schweigger, de La Rive usw."		"1822"	"Unbekannt"	"Voß"	"Leipzig"				"https://books.google.fr/books?id=SXGflRbJPrcC&printsec=frontcover&source=gbs_ge_summary_r&cad=0"																																																																																		
"7615"	"Ahrens, Heinrich"	"Das Naturrecht oder die Rechtsphilosophie nach dem gegenwärtigen Zustande dieser Wissenschaft in Deutschland"	"von H. Ahrens. Nach d. 2. Ausg. dt. von Adolph Wirk"	"1846"	"Wirk, Adolph"	"Westermann"	"Braunschweig"	"+ weitere Ausgaben (Wien: Gerold, 1852; ebd. 1870-1871)"			"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10039698-5"																																																																																		
"7614"	"Wegelin, Jacob"	"Allgemeine und diplomatische Geschichte, welche die wichtigsten Begebenheiten von der Theilung des Reichs bis auf Pipin den Kurzen begreift"	"in das Teutsche aus dem Französischen übersetzt und verfaßt von J. Wegelin, ..."	"1778"	"Wegelin, Jacob"	"Decker"	"Berlin, Leipzig"		"Übersetzung von T.1 des Originals [?], in zwei Bänden herausgegeben"		"Band 1 Teil 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10034289-9"	"Band 1 Teil 1 oder nur Band 1"	"Band 1 Teil 2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10034290-7"																																																																																
"7613"	"Wegelin, Jacob"	"Über die Philosophie der Geschichte"	"Übersetzt (von Carl Rosenkranz) aus den Denkschriften d. Berl. Akad. d. Wissensch. Jahr 1770 und 1772"	"1835"	"Rosenkranz, Carl"		"Königsberg"																																																																																						
"7612"	"Vauvenargues, Luc de Clapiers de"	"Gedanken und Grundsätze"	"Mit e. Einf. von Ellen Key. Übers. von Eugen Stöffler"	"1906"	"Stöffler, Eugen"	"Piper"	"München, Leipzig"		"Teilübersetzung des Originals [?]"																																																																																				
"7611"	"Vauvenargues, Luc de Clapiers de"	"Betrachtungen und Maximen"		"1906"	"Hardt, Ernst"	"Diederichs"	"Jena"	"+ weitere Ausgabe (München, Berlin: Oldenburg, 1938)"	"Teilübersetzung des Originals [?]"		"http://archive.org/details/betrachtungenun00hardgoog"																																																																																		
"7610"	"Morelly, Étienne-Gabriel"	"Grundgesetz der Natur"	"von [Denis] Diderot [wirkl. Verf.: Morelly]. Nebst einer Zugabe von E[rnst] M[oritz] Arndt"	"1846"	"Arndt, Ernst Moritz"	"Weidmann"	"Leipzig"	" moderne Ausgabe unter dem Titel: Gesetzbuch der natürlichen Gesellschaft oder Der Wahre Geist ihrer Gesetze zu jeder Zeit übersehen oder verkannt / Morelly. In der Übers. von Ernst Moritz Arndt. Eingel. von W. P. Wolgin und Richard N. Coe. Herausg. I184mit einer Vorbem. und Anmerk. vers. von Werner Krauss (Berlin: Akademie-Verl., 1964)"			"http://hdl.handle.net/2027/mdp.39015065877832"																																																																																		
"7609"	"Mably, Gabriel Bonnot de"	"Von dem Einflusse der Wissenschaften auf die Dichtkunst"	"Merian. übers. von Jakob Bernoulli"	"1784"	"Bernoulli, Jakob"	"Müller"	"Leipzig"				"http://resolver.sub.uni-goettingen.de/purl?PPN657567558"	"(Band 1)"																																																																																	
"7608"	"Mably, Gabriel Bonnot de"	"Unterredungen über die Verbindlichkeiten des geselligen Menschen"	"Nebst einer Nachricht von den Chikanen und Verketzerungen, welches dieses merkwürdige Buch unterlag. Aus dem Französischen übersetzt und mit Anmerkungen versehen von Joseph Milbiller"	"1785"	"Milbiller, Joseph"		"Weißenfels; Leipzig"	"+ weitere Ausgabe (Weißenfels: Severin, 1787)"	"Fromm nennt in seiner Bibliographie als Original: Principes de morale"		"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10041202-5"																																																																																		
"7607"	"Mably, Gabriel Bonnot de"	"Moralische Grundsätze"	"aus d. Franz. d. Abt von Mably übers."	"1785"	"Unbekannt"		"Hildburghausen"																																																																																						
"7606"	"Mably, Gabriel Bonnot de"	"Von der Art die Geschichte zu schreiben"	"oder über die historische Kunst. Aus dem Französischen mit Anmerkungen von F. R. Salzmann ... und einer Vorrede von A. L. Schlözer, ..."	"1784"	"Salzmann, Friedrich Rudolf"	"Akademische Buchhandlung"	"Straßburg"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10032863-2"																																																																																		
"7605"	"Leroy, Charles Georges"	"Briefe über die Thiere und den Menschen"	"Aus d. Franz."	"1775"	"Engel, Johann Jakob"	"Dyck"	"Leipzig"	"+ Mikrofiche-Ausg. (München [u.a.]: Saur, 1990-1994)"	"Werk ursprünglich anonym erschienen."		"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10043762-2"																																																																																		
"7604"	"Leroy, Charles Georges"	"Philosophische Briefe über die Verstandes- und Vervollkommnungsfähigkeit der Thiere"	"sammt einigen Briefen über den Menschen. Frei aus dem Französischen übersezt von Johann Anton Müller"	"1807"	"Müller, Johann Anton"	"Wittwer"	"Nürnberg"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10724414-0"																																																																																		
"7603"	"Laplace, Pierre Simon de"	"Neuere Untersuchungen über die Kraft, welche in den Haarröhren und bei ähnlichen Erscheinungen wirkt"	"nach dem \"	"1820 [ca.]"	"Unbekannt"																																																																																								
"7602"	"Laplace, Pierre Simon de"	"Mechanik des Himmels"	"von P. S. Laplace, Mitgliede des Französischen National-Instituts und der Commission für die Meeres-Länge. Aus dem Französischen übersetzt und mit erläuternden Anmerkungen versehen von J. C. Burckhardt"	"1800-1802"	"Burckhardt, Johann Karl"	"LaGarde"	"Berlin"		"Übers. nur von T. 1 und 2 des Orig.-Werkes, dessen T. 3 - 5 erst nach der Übers. erschienen"		"Teil 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10049395-7"		"Teil 2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10049396-3"																																																																																
"7601"	"Huet, Pierre Daniel"	"Geschichte der Handlung und Schiffahrt der Alten"	"Aus dem Französischen übersetzt von H. G. v. M."	"1763"	"M., H. G. von"	"Fleischer"	"Frankfurt, Leipzig"	"+ weitere Ausgabe (ebd. 1775)
+ Online-Ressource d. Ausg. v. 1763: Huet, Pierre-Daniel. Geschichte der handlung und schiffahrt der alten. Aus dem französischen übersetzt. Wien, 1775. The Making of the Modern World. Gale 2009. Gale, Cengage Learning. Universitaet des Saarlandes, Saarbruecken. 14 January 2009 <http://galenet.galegroup.com/servlet/MOME?af=RN&ae=U109921939&srchtp=a&ste=14>"	"Ausgabe 1775 teilweise mit den Angaben Wien: Kürzböck; Online-Ressource gibt Wien, 1775 an, Titelseite nennt als Erscheinungsjahr 1763"		"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10715694-8"																																																																																		
"7600"	"Huet, Pierre Daniel"	"Traktat über den Ursprung der Romane"		"1682"	"Happel, Eberhard Werner"	"Hertel [u.a.]"	"Hamburg [u.a.]"	"+ Faksimile-Druck dt. & frz. (Stuttgart: Metzler, 1966)"	"enthalten in: Happel, Eberhard Werner: Der Insulanische Mandorell, Ist eine Geograpische (sic) Historhische (sic) und Politische Beschreibung Allen und jeder INSULEN Auff dem gantzen Erd-Boden : Vorgestellet In einer anmüthigen und wohl-erfundenen Liebes- und Helden-Geschichte: Worbey auch sonsten allerhand schöne Discurse und Materien, insonderheit der Uhrsprung der so genannten Romanen, gründlich und in einer guten Teutschen Redens-Arth an- und außgeführet werden. Alles genommen auß den bewehrtesten so neuen als alten Scribenten. Auffgesetzet von Eberhardo Guernero Happelio"																																																																																				
"7599"	"Huet, Pierre Daniel"	"Von der Schwachheit und Unvollkommenheit des Menschlichen Verstandes in Erkänntnüß der Wahrheit"	"Aus dem Frantzösischen in das Teutsche übersetzet, und mit nöthigen Anmerkungen erläutert"	"1724"	"Unbekannt"	"Förster"	"Frankfurt am Main"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11108990-4"																																																																																		
"7598"	"Huet, Pierre Daniel"	"Curieuse Nachricht von der Handlung der Holländer In Allen Ländern und Reichen der Welt"	"Worinnen gezeiget wird Die Art und Weise dieselbige zu führen, ihr Ursprung und grosser Fortgang. Aus dem Frantz. übers. Durch Friedrich Christoph Neubauer"	"1717"	"Neubauer, Friedrich Christoph"	"Förster"	"Hannover"	"+ Mikrofiche-Ausg. (Wolfenbüttel: Herzog August Bibliothek, 1993)"			"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291435-0"																																																																																		
"7597"	"Holbach, Paul Henri Thiry"	"System der bürgerlichen deutschen Gesellschaft oder natürliche Grundsätze der Sittenlehre und Staatskunst"	"a. d. Franz. übers."	"1788"	"Unbekannt"	"Meyer"	"Breslau"																																																																																						
"7596"	"Hemsterhuis, Frans"	"Alexis oder Von dem goldenen Weltalter"		"1787"	"Jacobi, Friedrich Heinrich"	"Hartknoch"	"Riga"	"+ Mikrofiche-Ausg.: 2004"	"Übers. steht in der Widmung"		"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10434605-1"																																																																																		
"7595"	"Fontenelle, Bernard Le Bouyer de"	"Gespräche von mehr als einer Welt zwischen einem Frauen-Zimmer und einem Gelehrten"		"1698"	"Unbekannt"	"Fritsch"	"Leipzig"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11110197-9"																																																																																		
"7594"	"Durosoy, Jean Baptiste"	"Der christliche Weltbürger oder Grundsätze des socialen Lebens"	"ein Versuch über unsere Pflichten als Menschen und Staatsbürger, vom Abbé Durosoy"	"1852"	"Unbekannt"	"Theissing"	"Münster"																																																																																						
"7593"	"Crousaz, Jean Pierre de"	"Herrn De Crousaz Neuer und besonderer Unterricht von Auferziehung Der Jugend"	"Nach der heutigen Manier. Aus dem Frantzösischen übersetzt Nebst Vorrede von Menantes"	"1720"	"Hunold, Christian Friedrich"	"Neue Buchhandlung"	"Halle/Saale"				"http://diglib.hab.de/drucke/pa-234-2s/start.htm"																																																																																		
"7592"	"Condillac, Etienne Bonnot de"	"Condillac’s Abhandlung über die Empfindungen"	"aus dem Franz. übers., mit Erl. und einem Excurs über das binoculare Sehen von Eduard Johnson"	"1870"	"Johnson, Eduard"	"Dürr"	"Leipzig"	"Auf der Grundlage der Übers. von Eduard Johnson neu bearb., mit Einl., Anm. und Literaturhinweisen vers. und hrsg. von Lothar Kreimendahl: Hamburg: Meiner, 1983"	"Erscheinungsdaten nach GBV; hbz-Verbundkatalog nennt als Erscheinungsdaten Berlin: Heimann, 1870"		"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11017926-9"																																																																																		
"7591"	"Condillac, Etienne Bonnot de"	"Condillac\'s Abhandlung über die Empfindungen"	"aus dem Franz. übers. von J. M. Weissegger"	"1791"	"Weissegger von Weißeneck, Joseph Johann Maria"	"Hörling"	"Wien"				"https://books.google.com/books?id=MrsAAAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ViewAPI"																																																																																		
"7590"	"Cassina, Ubaldo"	"D. Ubald Caßinas, öffentlichen Lehrers der Moralphilosophie zu Parma, Analytischer Versuch über das Mitleiden"	"herausgegeben und mit verschiedenen Anmerkungen versehen von D. Johann Baptista Gualengo, Lector im Kloster Casino. Aus dem Italiänischen übersetzt von Carl Friedrich Pockels"	"1790"	"Pockels, Karl Friedrich"	"Ritscher"	"Hannover"	"[Mikrofiche-Ausg.: Weimar: Herzogin Anna Amalia Bibliothek, 2001]"			"https://viewer.deutsche-digitale-bibliothek.de/index.php?id=1&tx_dlf[id]=https%3A%2F%2Fapi.deutsche-digitale-bibliothek.de%2Fitems%2FZGTCRKDYGTRXJTKCOKKRV7U3ROFQLYB3%2Fsource%2Frecord&tx_dlf[page]=PHYS_0005"																																																																																		
"7589"	"d'Alembert, Jean Le Rond"	"Abhandlung über Dynamik"	"in welcher die Gesetze des Gleichgewichtes und der Bewegung der Körper auf die kleinstmögliche Zahl zurückgeführt und in neuer Weise abgeleitet werden, und in der ein allgemeines Princip zur Auffindung der Bewegung mehrerer Körper, die in beliebiger Weise aufeinander wirken, gegeben wird"	"1899"	"Korn, Arthur"	"Engelmann"	"Leipzig"	"Nachdruck: Thun, Frankfurt am Main: Deutsch, 1997"			"https://www.dmg-lib.org/dmglib/handler?docum=2064009&style=pixo"																																																																																		
"7588"	"Lurine, Louis; Brot, Alphonse"	"Die Klöster"	"deren Ursprung, Geschichte, Regeln, Zucht, Sitten, Gepräge und Geheimnisse"	"1846"	"Unbekannt"	"Osiander"	"Tübingen"				"https://hdl.handle.net/2027/uc1.a0005186663"																																																																																		
"7587"	"Longet, François-Achille"	"Anatomie und Physiologie des Nervensystems des Menschen und der Wirbelthiere"	"mit pathologischen Beobachtungen und mit Versuchen an höhern Thieren ausgestattet"	"1847-1849"	"Hein, J. A."	"Brockhaus und Avenarius"	"Leipzig"				"Band 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11422675-7"		"Band 2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10368832-0"																																																																																
"7586"	"Lesquereux, Léo"	"Untersuchungen über die Torfmoore im Allgemeinen"	"Mit Bemerkungen von C. Sprengel u. Hofrath Lasius. Hrsg. von Alexander von Lengerke"	"1847"	"Unbekannt"	"Berlin"	"Veit"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10297221-3"																																																																																		
"7585"	"Lepletier, Michel; Le Peletier de Saint-Fargeau, Félix"	"Michel Lepelletier\'s Plan einer National-Erziehung vorgelesen und berathen im Convent den 13. Juli 1793"		"1848"	"Thaulow, Gustav"	"Schröder"	"Kiel"				"https://books.google.fr/books?id=8fpMAAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0"																																																																																		
"7584"	"Leliwa, Alexandre"	"Die polnische Frage (einzig mögliche Lösung) in dem gegenwärtigen Zustande Europa’s"		"1848"	"Unbekannt"	"Jügel"	"Frankfurt am Main"																																																																																						
"7583"	"Lefebvre, Armand"	"Geschichte der Cabinette Europas während des Consulats und des Kaiserthums 1800 - 1815"	"nach den Actenstücken im Archive der auswärtigen Angelegenheiten zu Paris"	"1845-1847"	"Diezmann, Johann August"	"Thomas"	"Leipzig"				"Band 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10425606-6"		"Band2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10425607-1"	"Band 3 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10425608-7"																																																																															
"7582"	"Lefébure de Fourcy, Louis Etienne"	"Analytische Geometrie in der Ebene und im Raume, nebst der ebenen und sphärischen Trigonometrie"		"1848"	"Gruner, Friedrich"	"Ebner & Seubert"	"Stuttgart"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10082282-1"																																																																																		
"7581"	"Ledru-Rollin, Alexandre Auguste"	"Der 13. Juni"		"1850"	"Unbekannt"	"Löwenherz"	"Berlin"				"http://hdl.handle.net/2027/uc1.b5081347"																																																																																		
"7580"	"Ledru-Rollin, Alexandre Auguste"	"Der 13. Juni"		"1850"	"Unbekannt"	"Verlag der Expedition der Westdeutschen Zeitung"	"Köln"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10422625-6"																																																																																		
"7579"	"Ledru-Rollin, Alexandre Auguste"	"Von dem Verfall Englands"		"1850"	"Schütz, Friedrich"	"Kießling"	"Brüssel ; Leipzig"		"2 Bände"		"Band 1 http://hdl.handle.net/2027/mdp.39015063831302"	"Band 2 fehlt"																																																																																	
"7578"	"Lecoq, Henri"	"Von der natürlichen und künstlichen Befruchtung der Pflanzen, und von der Hybridation, nach ihren Beziehungen zu der Gärtnerei, zu der Land- und Forstwirthschaft"		"1846"	"Biedenfeld, Ferdinand von"	"Voigt"	"Weimar"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10302179-8"																																																																																		
"7577"	"Lavalette, Antoine Marie Chamans de"	"Memoiren und geschichtliche Erinnerungen des Grafen Lavalette"		"1846"	"Unbekannt"	"Berger"	"Leipzig"		"2 Bände"																																																																																				
"7576"	"Laurent, Paul Mathieu"	"Geschichte des Kaisers Napoleon"		"1847"	"Unbekannt"	"Lorck"	"Leipzig"	"2., verb. Aufl."			"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10032062-6"																																																																																		
"7575"	"Laurent, Paul Mathieu"	"Geschichte des Kaisers Napoleon"		"1852"	"Unbekannt"	"Avenarius und Mendelssohn"	"Leipzig"																																																																																						
"7574"	"Lasausse, Jean Baptiste"	"Heiligung aller Tage das Jahres durch Denksprüche, Lehren und Beispiele der Heiligen : nebst einem Anhange von Morgen-, Meß-, Abend-, Beicht- u. Communion-Andachten"		"1848"	"Sintzel, Michael"		"Sulzbach"				"https://books.google.fr/books?id=Dvk8AAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0"																																																																																		
"7573"	"La Rochefoucauld, François de"	"Psychologische Studien des Herzogs de la Rochefoucauld"		"1851"	"Schloenbach, Carl Arnold"	"Engelmann"	"Leipzig"																																																																																						
"7572"	"Robespierre, Maximilien de"	"Robespierre\'s Sämmtliche Werke"	"Nach der neuesten Ausg. von Laponneraye"	"1850"	"Unbekannt"		"Leipzig"																																																																																						
"7571"	"Landremont, F."	"Die Geschichte der Revolution von Paris"	"aus d. Franz. eines Augenzeugen (F. Landremont) von P. Ch. St."	"1848"	"Unbekannt"	"Lintz"	"Trier"																																																																																						
"7570"	"Lamartine, Alphonse de"	"Über die rationelle Politik"		"1848"	"Unbekannt"	"Matthes"	"Leipzig"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10769635-9"																																																																																		
"7569"	"Lamartine, Alphonse de"	"Die rationelle Politik Lamartin\'s"	"von ihm selbst entwickelt in einem Schreiben an den Director der revue Européenne vom 20. Sept. 1832 : Im Auszuge für das deutsche Volk"	"1848"	"Giffhorn, David"	"Vieweg"	"Braunschweig"																																																																																						
"7568"	"Lamartine, Alphonse de"	"Vergangenheit, Gegenwart und Zukunft der französischen Republik"		"1850"	"Albrecht, Karl"	"Matthes"	"Leipzig"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11299827-0"	"Ausgabe: 1850, Stuttgart"																																																																																	
"7567"	"Lamartine, Alphonse de"	"Rundschreiben des Herrn L\', Minister der auswärtigen Angelegenheiten, an die Botschafter der französischen Republik"		"1848"	"Unbekannt"	"Silbermann"	"Straßburg"		"vgl. Fromm, Hans: Bibliographie Deutscher Übersetzungen aus dem Französischen. Bd. IV [14003]"																																																																																				
"7566"	"Lamartine, Alphonse de"	"Nachruf an Louis Philipp : (Méditation poétique.) ; Ode an Napoleon ; Manifest an die europäischen Mächte"		"1848"	"Unbekannt"	"Verlag von F. H. Köhler"	"Stuttgart"																																																																																						
"7565"	"La Hodde, Lucien de"	"Geschichte der geheimen Gesellschaften und der republikanischen Partei in Frankreich"	"von Louis Philipp\'s Regierungsantritt bis zur Februar-Revolution 1848 ; Portraits, Verschwörungsscenen und unbekannte Thatsachen"	"1850"	"Unbekannt"	"Hartleben"	"Pest [u.a.]"	"ebenfalls erschienen in Basel : Schneider, 1851."			"http://data.onb.ac.at/ABO/%2BZ207227202"																																																																																		
"7564"	"Lacroix, Auguste de"	"Geschichte von Abd-el-Kaders politischen und Privatleben"	"Nach Mittheilungen v. N. Manucci"	"1846"	"Unbekannt"	"Weiß"	"Grünberg"				"https://books.google.fr/books?id=UEQYAAAAYAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0"																																																																																		
"7563"	"Lacordaire, Henri Dominique"	"Trauerrede auf den General Drouot, Statthalter der Insel Elba ... gehalten zu Nancy 1847"		"1848"	"Aldenhoff, L. J."	"Hensen"	"Aachen"																																																																																						
"7562"	"Lacordaire, Henri Dominique"	"Leichenrede auf Daniel O\'Connell : gehalten zu Notre-Dame in Paris am 10. Februar 1848"		"1848"	"Unbekannt"	"München"	"Kaiser"				"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10606208-1"																																																																																		
"7561"	"Lacordaire, Henri Dominique"	"Kanzelvorträge in der Notre-Dame-Kirche zu Paris"		"1846-1852"	"Lutz, Josef"	"Laupp"	"Tübingen"		"4 Bände"		"Band 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10464229-1"	"Band 3 und 4 fehlen"	"Band 2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10464230-4"																																																																																
"7560"	"Lacordaire, Henri Dominique"	"Kanzelvorträge in der Notre-Dame-Kirche zu Paris : gehalten in den Jahren 1835, 1836 und 1843"		"1848"	"Schröteler, Franz Joseph"	"Schwann"	"Neuß"		"2 Bände"																																																																																				
"7559"	"Lacordaire, Henri Dominique"	"Kanzelvorträge in der Liebfrauen-Kirche zu Paris vom 30. November 1845 bis zum 18. Januar 1846"		"1846"	"Smets, Wilhelm"	"Schwann"	"Neuß"																																																																																						
"7558"	"Lacordaire, Henri Dominique"	"Kanzelvorträge in der Liebfrauen-Kirche zu Paris vom 1. Dezember 1844 bis zum 19. Januar 1845"	"gehalten von Heinrich Lacordaire. Nebst biogr. Mittheilungen über Lacordaire von A. Du Bois und A. Bonnetty"	"1845"	"Smets, Wilhelm"	"Schwann"	"Neuß"																																																																																						
"7557"	"Lacordaire, Henri Dominique"	"Conferenzen in der St. Paulskirche zu Lüttich"	"gehalten in den Monaten Februar, März und April des Jahres 1847"	"1847"	"Beissel, Hilmar Heinrich"	"Verl. von Boisserée\'s Buchhandlung (E.ter Meer)"	"Aachen"				"https://books.google.fr/books?id=U1owAQAAIAAJ&pg=PP5#v=onepage&q&f=false"																																																																																		
"7556"	"Lacordaire, Henri Dominique"	"Ventura und Lacordaire über O\'Connell und Pius IX."	"Nebst der Rede des Lacordaire auf O\'Connell und Drouot"	"1848"	"Lutz, Josef"	"Laupp"	"Tübingen"		"Auszug"																																																																																				
"7555"	"Unbekannt"	"Paris am 22., 23. und 24. Februar 1848"	"Authentische Darlegung der Ursachen und des Verlaufs dieser glorreichen Revolutionstage ; Nebst einer Charakteristik der Mitglieder der provisorischen Regierung"	"1848"	"Unbekannt"	"Fr. Hentze"	"Leipzig"																																																																																						
"7554"	"Esquiros, Alphonse"	"Die öffentlichen und wissenschaftlichen Institute zu Paris auf ihrem Höhepunkte im 19. Jahrhundert"	"Nach eigener Anschauung und den besten Quellen geschildert"	"1850"	"Weil, Ed."	"Müller"	"Stuttgart"		"2 Teile"		"Band 1 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10426604-0"		"Band 2 http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10426605-6"																																																																																
"7553"	"Esquiros, Alphonse"	"Paris oder die Wissenschaften, öffentlichen Anstalten und die Sitten im 19. Jahrhundert"		"1848"	"Unbekannt"	"Müller"	"Stuttgart"		"2 Bände"		"Band 1 https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11094669-3"		"Band 2 https://books.google.fr/books?id=N3lXAAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0"																																																																																
"7552"	"Élie de Beaumont, Léonce"	"Über die vulkanischen und metallischen Emanationen oder Ausströmungen"	"Aus d. Bulletin de la Société géologique de France"	"1850"	"Unbekannt"	"Engelhardt"	"Freiberg"		"in: Gangstudien oder Beiträge zur Kenntniss der Erzgänge,  hrsg. von Bernhard Cotta, Bd. 1"		"https://books.google.fr/books?id=8nxHAAAAYAAJ&pg=PA329#v=onepage&q&f=false"																																																																																		
